Title,Location,Company,Description,Salary,Tipo_Puesto,English,Academy_grade,Years_Experience,SoftSkill,HardSkill,Remoto,Estado,Accessed_Date
Customer Onboarding Representative Senior - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.

Responsibilities:
-Reach out to signed members to deliver the company Story.
-Guide customers with empathy through the documentation process.
-Use a proactive consultative seller approach.
-Be a native social seller (Sales Navigator and other digital channels).
-Liaise with internal teams to help develop new and better products.
-Keep the CRM up to date.
-Attend weekly forecast meetings.

Requirements:
-3+ year working as a Sales Representative or Account Executive.
-Previous experience selling technology or financial services to companies (B2B).
-Spanish native.
-English professional proficiency (preferred).","$ 50,000 a 60,000",Empleado de tiempo completo,Nivel Avanzado,,3+ year,,,, Ciudad de México,2020-10-30
Customer Onboarding Representative Junior - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.

Responsibilities:
-Reach out to signed members to deliver the company Story.
-Guide customers with empathy through the documentation process.
-Use a proactive consultative seller approach.
-Be a native social seller (Sales Navigator and other digital channels).
-Liaise with internal teams to help develop new and better products.
-Keep the CRM up to date.
-Attend weekly forecast meetings.

Requirements:
-1+ year working as a Sales Representative or Account Executive.
-Previous experience selling technology or financial services to companies (B2B).
-English professional proficiency (preferred).","$ 25,000 a 30,000",Empleado de tiempo completo,Nivel Básico,,1+ year,,,, Ciudad de México,2020-10-30
Customer Acquisition - Monterrey,"Monterrey, Nuevo León",Listopro,"Listopro is a platform that connects candidates with companies in Latin America. It is the first where when completing your profile, it is the companies that invite you to their processes.

How does the process work?
1.The first step is to complete your profile on our page.
2.We will contact you to be validated.
3. Companies invite you to their processes.
4.Creating an account is completely free.
5.If you already have an account, just go to listopro.com  and update your profile.

About position.
We seek to help companies grow without losing control of their finances. Our platform helps to our clients have complete visibility of their transactions in real time, to have better control of expenses.

The purpose of this role is to help us develop leads for potential new accounts.
You will be the first impression of the company, and you should have the ability to understand the dreams of the customer and help them make the right decision to control their expenses through our platform.

Responsibilities:
Reach out to qualified prospects to pass on the company's story.
Influence prospects to Sign Up.
Use a proactive consultative seller approach.
Be a native social seller (Sales Navigator and other digital channels).
Liaise with internal teams to help develop new and better products.
Keep the CRM up to date.
 Attend weekly forecast meetings.

Requirements:
4+ years proven experience working as a Customer Acquisition Representative.
Structured thinking and high focus on results.
Innovator soul and receptive to changes.
Strong communication skills: exceptional written and verbal communication, planning, and project management skills.
Ability to thrive in a fast paced, entrepreneurial, high-energy environment that requires the ability to multi-task and implement high priority initiatives.
Spanish Native.
English Professional Proficiency.
4307","$ 45,000 a 50,000",Empleado de tiempo completo,Nivel Avanzado,,4+ years,"Comunication skills, Written and oral communication","Environment, Go",, Nuevo León,2020-10-30
Customer Acquisition - Guadalajara,"Guadalajara, Jalisco",Listopro,"Listopro is a platform that connects candidates with companies in Latin America. It is the first where when completing your profile, it is the companies that invite you to their processes.

How does the process work?
1.The first step is to complete your profile on our page.
2.We will contact you to be validated.
3. Companies invite you to their processes.
4.Creating an account is completely free.
5.If you already have an account, just go to listopro.com  and update your profile.

About position.
We seek to help companies grow without losing control of their finances. Our platform helps to our clients have complete visibility of their transactions in real time, to have better control of expenses.

The purpose of this role is to help us develop leads for potential new accounts.
You will be the first impression of the company, and you should have the ability to understand the dreams of the customer and help them make the right decision to control their expenses through our platform.

Responsibilities:
- Reach out to qualified prospects to pass on the company's story.
- Influence prospects to Sign Up.
- Use a proactive consultative seller approach.
- Be a native social seller (Sales Navigator and other digital channels).
- Liaise with internal teams to help develop new and better products.
- Keep the CRM up to date.
- Attend weekly forecast meetings.

Requirements:
- 4+ years proven experience working as a Customer Acquisition Representative.
- Structured thinking and high focus on results.
- Innovator soul and receptive to changes.
- Strong communication skills: exceptional written and verbal communication, planning, and project management skills.
- Ability to thrive in a fast paced, entrepreneurial, high-energy environment that requires the ability to multi-task and implement high priority initiatives.
- Spanish Native.
- English Professional Proficiency.
4308","$ 50,000 a 60,000",Empleado de tiempo completo,Nivel Avanzado,,4+ years,"Comunication skills, Written and oral communication","Environment, Go",, Jalisco,2020-10-30
Customer Onboarding - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro is a platform that connects candidates with companies in Latin America. It is the first where when completing your profile, it is the companies that invite you to their processes.

How does the process work?
1.The first step is to complete your profile on our page.
2.We will contact you to be validated.
3. Companies invite you to their processes.
4.Creating an account is completely free.
5.If you already have an account, just go to listopro.com  and update your profile.

About position.
We seek to help companies grow without losing control of their finances. Our platform helps to our clients have complete visibility of their transactions in real time, to have better control of expenses.

As Customer Onboarding you will set up customers for immediate success by facilitating the implementation process for new accounts and will educate new customers, help solve technical problems, and ensure smooth adoption of our products and services.

The ideal candidate is high energy, experienced with web-based technologies, passionate about helping customers to get the greatest experience with our platform, and excels communication via phone and email.

Responsibilities:
- Reach out to signed members to deliver the company Story.
- Guide customers with empathy through the documentation process.
- Use a proactive consultative seller approach.
- Be a native social seller (Sales Navigator and other digital channels).
- Liaise with internal teams to help develop new and better products.
- Keep the CRM up to date Attend weekly forecast meetings.
- Deliver end user training to clients, which may include technical personnel, senior executives and administrative staff.
- Maintain a high level of process quality and consistency as well as an excellent relationship with the customer.

Requirements:
- 1+ years proven experience working as a Customer Onboarding Representative.
- Previous experience in Onboarding and Customer Follow up.
- Structured thinking and high focus on results
- Innovator soul and receptive to changes.
- Hubspot.
- Sales Navigator.
- GSuite.
- Track record of managing multiple projects under tight deadlines.
- Strong interpersonal skills, conducive to team development.
- Works independently, has good judgment and consistent follow-through.
- Familiarity with Mobile device app installations.
- Comfortable in their interaction with board members and executives.
- Spanish Native.
- English Professional Proficiency.
4311","$ 45,000 a 50,000",Empleado de tiempo completo,Nivel Avanzado,,1+ years,"Comunication skills, Independent Worker, Interpersonal",Go,, Ciudad de México,2020-10-30
Performance Marketing Lead - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. En Listopro son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
As a Performance Mkt Lead the mission is to turn amounts of data into insights, optimizations and get a deep understanding.

Responsibilities:
-Understand and solve loosely defined problems and come up with relevant answers and actionable insights to guide business decisions.
-Understanding of media and the statistical algorithms typically used in Marketing Analytics; CPC, Reach, Engagement, CR, IR, CTR, RFM, CLTV, etc.
-Deep understanding of qualitative and quantitative analysis as well as a strong business sense and demonstrated ability to work with other disciplines.
-Perform and present analyses on large sets of data to extract actionable insights and optimizations that will help drive brand decisions.
-Data Infrastructure: dashboards and key metrics, audience segmentation, exploratory analysis and forecasting of trends, marketing attribution, experimentation.
-Operationalize (always-on data ingestion & dashboarding) of Digital KPI Framework across brands.
-Work with colleagues across Marketing, Sales, E-commerce and Global Teams to understand analytic needs and deliver impactful findings.

Requirements:
-Relevant experience, with a degree in Economics, Computer Science, Statistics, or another quantitative discipline.
-+3 years Communicate data-driven insights and recommendations to key stakeholders.
-Have worked in an analytics role within a business or monetization focus or at an advertising, Digital -Media or e-commerce (preferred, not necessary).
-Technical knowledge to perform advanced analytics: coding skills (such as Python, R or Java or SQL), experience with analytics and tools (Looker, Tableau, Python, Alteryx, Google Cloud Platform / Big Query) and experience performing analysis with large datasets.
-A curious mind, passion, and motivation to learn new skills, tools and analytics techniques critical to tackle business challenges.
4157","$ 80,000 a 90,000",Empleado de tiempo completo,Nivel Avanzado,,+3 years,"Analitical, Comunication skills, Continuously learn","Java, Python, SQL",, Ciudad de México,2020-10-30
Performance Marketing Lead - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. En Listopro son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
As a performance marketing lead the mission is to turn amounts of data into insights, optimizations and get a deep understanding.

Responsibilities:
Understand and solve loosely defined problems and come up with relevant answers and actionable insights to guide business decisions.
Understanding of media and the statistical algorithms typically used in Marketing Analytics; CPC, Reach, Engagement, CR, IR, CTR, RFM, CLTV, etc.
Deep understanding of qualitative and quantitative analysis as well as a strong business sense and demonstrated ability to work with other disciplines.
Perform and present analyses on large sets of data to extract actionable insights and optimizations that will help drive brand decisions.
Data Infrastructure: dashboards and key metrics, audience segmentation, exploratory analysis and forecasting of trends, marketing attribution, experimentation.
Operationalize (always-on data ingestion & dashboarding) of Digital KPI Framework across brands.
Work with colleagues across Marketing, Sales, E-commerce and Global Teams to understand analytic needs and deliver impactful findings.

Requirements:
Relevant experience, with a degree in Economics, Computer Science, Statistics, or another quantitative discipline.
+3 years Communicate data-driven insights and recommendations to key stakeholders.
Have worked in an analytics role within a business or monetization focus or at an advertising, Digital Media or e-commerce (preferred, not necessary).
Technical knowledge to perform advanced analytics: coding skills (such as Python, R or Java or SQL), experience with analytics and tools (Looker, Tableau, Python, Alteryx, Google Cloud Platform / Big Query) and experience performing analysis with large datasets.
A curious mind, passion, and motivation to learn new skills, tools and analytics techniques critical to tackle business challenges.
4157","$ 80,000 a 90,000",Empleado de tiempo completo,Nivel Avanzado,,+3 years,"Analitical, Comunication skills, Continuously learn","Java, Python, SQL",, Ciudad de México,2020-10-30
UI/UX Developer / WPF – Angular,"Querétaro, Querétaro",CAPITAL EMPRESARIAL HORIZONTE SA DE CV,"Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita:
UI/UX Developer / WPF – Angular
Para laborar en CDMX, GDL o Qro
Perfil
Edad:  Indistinta.
Escolaridad:  Ingeniería en Sistemas, Informática o afín.
Estado Civil:  Indistinto.
Sexo:  Indistinto.
Experiencia:  Mínima de 3 años.
Idioma:  Inglés Intermedio- Avanzado conversacional
Lugar a laborar: El lugar a elegir…
Funciones que debe dominar:
· 1) Traducir conceptos en flujos de usuarios, wireframes, maquetas y prototipos que conducen a experiencias de usuario intuitivas.
2) El software UX como Sketch, OmniGraffle, Axure, InVision, UXPin, Balsamiq, Framer, Principle o similares
3) Conocimientos en WPF, C #, HTML5, CSS3 y JavaScript.
4) Conocimiento experto de WPF, especialmente estilo, diseño y controles
5) Conocimiento experto de XAML
6) Gran conocimiento de los principios de diseño de WPF. Modelo-Vista-Modelo de vista (MVVM)
7) Experiencia de desarrollo en todo el SDLC utilizando Microsoft .Net / C #. o de la interfaz de usuario de escritorio de WPF existente a los estándares FIS RUF
• Participar en el proceso ágil (Scrum)
• Git (BitBucket) u otro control de versiones
Ofrecemos:
· Horario de Lunes a Viernes (horario de oficina)
· Sueldo a negociar dependiendo aptitudes… brutos (Esquema 100% nomina) + Prestaciones de Ley y Prestaciones superiores (SGMM familiar, SV 1 millón, Vales de despensa, 30 días de aguinaldo, 10 días de vacaciones + 2 por año, PTU)
Interesados mandar su CV en formato Word al correo de contacto(arroba)horizonteempresarial.com.mx o comunicarse con la Lic. Nayeli Barrientos al 52 56 44 90 y 52 56 45 02. 80","$ 70,000 a 80,000",Empleado de tiempo completo,Nivel Intermedio,Licenciatura,3 años,,"HTML, CSS, JavaScript, Git, Angular",, Querétaro,2020-10-30
UI/UX Developer,"Benito Juárez, Ciudad de México",CAPITAL EMPRESARIAL HORIZONTE SA DE CV,"Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información Solicita:
UI/UX Developer
Para laborar en CDMX / QRO o GDL
Perfil                             
Escolaridad: Ingeniería en Sistemas, Informática o afín.
Inglés: Avanzado.
Experiencia: Mínimo 3 años de experiencia.
Requisitos:
·          Amplia experiencia en UI / UX
·          Habilidades de programación con HTML, CSS, JavaScript
·          Experiencia en Adobe Experience Manager
·          Conocimiento en Windows Presentation
·          Traducir conceptos e ideas de diseño de software creativo en realidad utilizando tecnología de interfaz de usuario.
·          Entienda la solución de diseño de la interfaz de usuario tanto en su intención práctica como en su visión creativa, y la convierten en software de ingeniería.
·          Inglés conversacional Indispensable
Ofrecemos:
Sueldo de $30,000 a $45,000 libres dependiendo aptitudes (Esquema 100% nomina) + Prestaciones de Ley y Prestaciones superiores (SGMM familiar, SV 1 millón, Vales de despensa, 30 días de aguinaldo, 10 días de vacaciones + 2 por año, PTU)
  Interesados mandar su CV en formato Word al correo de contacto reclutamiento(arroba)horizonteempresarial.com.mx o comunicarse con la Lic. Claudia Medina al 52 56 44 90 y 52 56 45 02.
 ","$ 40,000 a 45,000",Empleado de tiempo completo,Nivel Avanzado,Licenciatura,3 años,,"HTML, CSS, JavaScript",, Ciudad de México,2020-10-30
UI/UX Designer - Remoto en Latinoamérica,Remoto - Solo México,Listopro,"Listopro es una plataforma que conecta candidatos con empresas en Latinoamérica. Es la primera donde al completar tu perfil, son las empresas las que te invitan a sus procesos.

¿Cómo funciona el proceso?
1.El primer paso es completar tu perfil en nuestra página
2.Te contactamos para que seas validado
3.Las empresas te invitan a sus procesos
4.Crear una cuenta es totalmente gratuita
5.Si ya tienes una cuenta, solo ingresa a listopro.com y actualiza tu perfil

Acerca de la posición:
Las responsabilidades del diseñador de Interfaces y experiencias de usuario (ux/ui) incluyen recopilar los requisitos de los usuarios, diseñar elementos gráficos y crear componentes de navegación.

Funciones:
Recopilación y evaluación de los requisitos de los usuarios en colaboración con los directores e ingenieros de producto.
Ilustración de ideas de diseño con guiones gráficos, flujos de procesos y mapas de sitios.
Diseño de elementos de interfaz gráfica de usuario, como menús, pestañas y widgets.
Creación de botones de navegación por las páginas y campos de búsqueda.
Desarrollo de réplicas y prototipos de interfaces de usuario que ilustren claramente cómo funcionan los sitios y el aspecto que tienen.
Creación de diseños gráficos originales (por ejemplo, imágenes, bocetos y tablas).
Preparación y presentación de borradores a los equipos internos y las partes interesadas clave.
Identificación y solución de problemas relacionados con la experiencia del usuario (por ejemplo, la capacidad de respuesta).
Introducción de ajustes en la composición basados en las opiniones de los usuarios.
Ceñimiento a los estándares de estilo sobre fuentes, colores e imágenes.

Requisitos:
Experiencia laboral contrastada como Diseñador de Interfaces y Experiencias de Usuario o puesto similar.
Grado en Diseño, Ciencias Informáticas o un campo relacionado.
Catálogo de proyectos de diseño.
Conocimiento de herramientas de esquemas de páginas (por ejemplo, Wireframe.cc e InVision).
Conocimiento actualizado de software de diseño, como Adobe Illustrator y Photoshop.
Espíritu de equipo: aptitudes comunicativas sólidas para colaborar con diversas partes interesadas.
Buenas aptitudes para gestionar el tiempo.
4239","$ 30,000 a 35,000",Empleado de tiempo completo,Nivel Intermedio,,,,,Remote,Remoto,2020-10-30
UI - UX Developer,Remoto - Solo México,DXC Technology,"Project Description
We're seeking a strong and creative Software Developer eager to solve problems of scale and work on cutting edge and open-source technologies. In this project, you will have the opportunity to write code that will impact thousands of users every month. You'll implement your critical thinking and technical skills to develop cutting edge software, and you'll have the opportunity to interact with teams across disciplines.

In this new adventure, you will have the opportunity to collaborate with a world-class team in the field of Healthcare by building a holistic solution, interacting with multidisciplinary teams. A great project in which you will contribute to our partner's mission:  Helping people live the healthiest lives possible.
  Responsibilities
Drive the development team towards the goal by integrating skills and experiences.
Design, develop, test, deploy, maintain and improve the software.
Work with QA, product management, and operations in an Agile environment.
Develop and support data-driven product decisions in a high energy high-impact team.
Develop features that will drive our business through real-time feedback loops.
Participate in the resolution of production issues and lead efforts toward solutions.
Skills
Must have
Flexibility and openness to learning new technologies
Willingness to contribute with tasks in the Back end
Creativity and innovation
Proactive and committed
Excellent communication skills
Ability to learn in a self-directed way
5+ years of experience working on software development projects in an Agile environment.
1+ years of experience working with mobile applications
  Proficiency in the following:
JavaScript
Git and Git flow
Jira suite
Test-driven development (TDD) technique
SOLID principles
Unit testing with Jest
React, Redux, Hooks, React-Router, Redux-Thunk
Nice to have
Node.JS
React Native
Azure platform",No especificado,Empleado de tiempo completo,Nivel Avanzado,,"5+ years, 1+ years","Collaborate, Comunication skills, Continuously learn, Creativity, Critical Thinking, Innovation, Self directed","JavaScript, Environment, Git, Jest, React, Redux, Node.js, Azure",Remote,Remoto,2020-10-30
UI/UX designer,Remoto,Teleperformance México,"Description
The UI/UX designer would be in charge of creating modern and great-looking designs for web and mobile platforms. It would help guide the visual language for products, define how users interact, and create engaging designs that reflect business requirements, support user needs, and are technically feasible.

Requirements :
Bachelor's degree in  Graphic Design, Industrial Design, Visual Communication, Fine Arts, or any similar field.
2+ years of experience in UI/UX Design.
UI/UX Research Experience.
Training in UX design.
Fluent in English.
Mandatory have a portfolio to show (send us the link to your portfolio).",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,2+ years,Comunication skills,,Remote,Remoto,2020-10-30
UI/UX Design (Martech Experiential) - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. En Listopro son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.

Responsabilidades:
Planificar e implementar nuevos diseños de interfaz, experiencia con metodologías de diseño centrado en las personas, dominio de principios de UX/UI, creación de flujos de usuarios, ambiente de proyectos Agile, desarrollo de diagramas conceptuales, sistemas de UI, desarrollo de prototipos low-fidelity (como mock-ups) a high-fidelity. 
Optimizar los diseños de interfaz de usuario existentes en la plataforma.
Crear prototipos para nuevas interfaces o mejoras de interfaces.
Realizar pruebas de intuición y experiencia a los usuarios.
Comunicarse con los clientes para comprender sus metas y objetivos comerciales.
Colaborar con el manejo de los productos para definir e implementar soluciones innovadoras.
Ejecutar todas las etapas de diseño visual desde el concepto hasta la finalización del feature al equipo de desarrollo.
Creación de wireframes, storyboards, flujos de usuarios y flujos de procesos para comunicar de manera efectiva la interacción e ideas de diseño.
Presentar y defender los diseños junto a métricas claves al equipo e involucrados.
Realizar user research y evaluar los comentarios de los usuarios.
Establecer y promover con las mejores prácticas y estándares de diseño.
Investigación y mejora continua del usuario y de los features existentes.
Diseñar la arquitectura de información y flujos de los diferentes productos digitales,
Realizar sesiones de entendimiento y evaluación con usuarios.
Conciliar las necesidades de los usuarios y negocio para definir la mejor experiencia de usuario
Trabajar en conjunto con los diseñadores de UX/UI para definir los lineamientos de la experiencia e interacción
A/B testing para obtener data de nuestros usuarios y tomar las mejores desiciones sobre el producto.
Experimentos de UX/UI.
Diseñar los flujos de usuario y user cases.

Requisitos:
Tienes más de 4 años de experiencia comprobable como UX/UI Designer.
Tienes experiencia en investigación de usuarios.
Tienes experiencia planeando, ejecutando y analizando A/B testing.
Tienes experiencia desarrollando en HTML y CSS.
Tienes experiencia creando páginas web responsivas.
Tienes experiencia en el uso de herramientas de prototipado y validación de UI (InVision, Marvel, etc.).
Experiencia comprobable en el uso de metodologías de investigación con usuario.
Posees conocimiento de herramientas de diseño de interfaces Figma, Sketch, Adobe XD.
Tienes sólidos conocimientos de patrones de diseño atomic design, design system, material design, human interface.
Tienes dominio y entendimiento de métricas (Google Analytics).
Posees conocimientos básicos de HTML y CSS (estructura de una web).
Cuentas con entendimiento sobre teoría del color, sombras, fuentes y escalas de fuentes para web y mobile.
Habilidades de auto gestión.
Pro actividad.
4132","$ 50,000 a 60,000",Empleado de tiempo completo,Nivel Intermedio,,4 años,Analitical,"HTML, CSS",, Ciudad de México,2020-10-30
UI/UX Senior,Remoto - Solo México,Softtek,Estamos en busca de un  UI/UX designer que tenga 4 años de experiecia para hacer wireframes y que cuente con buen nivel de inglés conversacional porque el cliente es de USA. ,No especificado,Empleado de tiempo completo,Nivel Avanzado,,4 años,,,Remote,Remoto,2020-10-30
Diseñador UI UX,"Coyoacán, Ciudad de México",Branchbit,"¡FORMA PARTE DE NUESTRO EQUIPO BRANCHBIT!
Te estamos buscando Diseñador UI UX.
Zona a Laborar: Torre Panorama Total Play- Avenida San Jerónimo 252, Tizapán San Ángel.
Tiempo Completo –Presencial.
Experiencia: 3 Años (Requisito Indispensable)
Escolaridad: Lic.Diseño de la Comunicación Gráfica o afín. (Indispensable estar Titulado)
Conocimientos:
Metodologías Ágil.
Administración de Proyectos.
Adobe xd.
Creative Cloud.
Google Workspace.
Creación de diseños en tendencia.
Habilidades de comunicación oral y escrita.
Desing Thinking.
Generación de Prototipos en alta fidelidad.
   Funciones Generales para Desempeñar
Toma de sesiones con negocio para obtener información para prototipar.
Trabajar de manera colaborativa con el resto del área para respetar los estándares de diseño.
Llevar a cabo sesiones con el equipo de desarrollo para comprobar viabilidad.
BENEFICIOS:
-Caja de Ahorro
-Prestaciones de Ley
-Horario Lunes a Viernes de 9:00 a.m a 7:00 p.m
-Beneficios con tiendas departamentales.
**Si te interesa formar parte de nuestro equipo y cumples al 100% con el perfil, postulate por este medio**","$ 20,000 a 25,000",Empleado de tiempo completo,Nivel Intermedio,,3 Años,,,, Ciudad de México,2020-10-30
Senior UI/UX Designer,Remoto - Solo México,Crossbridge,"The Role

We are looking for an experienced UI/UX Designer to join our team. You will be working in a highly collaborative environment along with other UI/UX designers, product managers and engineers. This role will be responsible for creating and optimizing user interfaces for websites and mobile applications.

Challenges you will solve

Analyze user feedback and activity, and iterate to enhance the user experience
Conduct usability testing
Develop personas and usage scenarios
Create innovative solutions for mobile and desktop applications
Create mockups, wireframes, storyboards, prototypes, and screen flows
Write UX guideline and UX report
Create designs that are functional, modular, and accessible for high-visibility digital products
Provide visually appealing user interface design that is consistent with the current design style
Organize design files and maintain design components and design system
Present design work to multiple teams and senior leadership for review and feedback
Works alongside designers, engineers, and product managers throughout all stages of the production cycle

About You

5+ years of relevant design experience within Information Technology
Proficient with visual design programs such as Figma, Adobe Photoshop, etc.
Experience with coding and troubleshooting using HTML, CSS and other comparable languages
Excellent knowledge of current trends and design strategies/technologies
Excellent written and interpersonal skills
Ability to prioritize and manage several milestones and projects efficiently
Keen problem-solving and organizational abilities
Excellent attention to detail",No especificado,Empleado de tiempo completo,Nivel Intermedio,,5+ years,"Attention to details, Innovation, Interpersonal, Leadership, Organization, Problem solving","HTML, CSS, Environment",Remote,Remoto,2020-10-30
Diseñador UI/UX,"Zapopan, Jalisco",TOKA INTERNACIONAL,"Toka Internacional empresa de medios de pago, con sólida trayectoria, se encuentra en expansión y crecimiento y te invita a sumarte a su equipo de trabajo.
  Estamos en búsqueda de elementos que busquen la transformación, porque sabemos cómo es el futuro y nuestro objetivo es hacerlo realidad en conjunto con nuestro equipo de trabajo.
  Estamos en búsqueda de un Diseñador UI/ UX
  Objetivos de la posición:
  Proveer al equipo de desarrollo el diseño de interfaces con las especificaciones, guías de estilos y componentes que permitan desarrollar las diferentes plataformas optimizando los procesos  
  Requisitos:
•             Licenciatura o Ingeniería en Sistemas, Informático o afín
•             1 año como experiencia en diseño UI/ UX
•             Paquetería Adobe (XD, Illustatror, Photoshop)
•             Conocimiento en Sket, Figma, Zeplin, Invision
•             Conocimiento básico de lenguajes de programación Front End
  Funciones:
•             Análisis de requerimiento, arquitectura de información, wireframes y  manuales de imagen
•             Diseño de aplicaciones web, móviles
•             Generación de mockup
•             Test de usuarios de identificación de issues
•             Hallazgos de usabilidad
•             Generación de protopersonas
•             Pruebas de usabilidad
•             Análisis de métricas y optimización de diseño
  Ofrecemos:
•        Oportunidad de crecimiento
•        Horario de trabajo de lunes a viernes de 9:00 a 19:00 hrs.
•        Contratación directa por la empresa y 100% nómina con apego a Ley Federal de Trabajo
•        Vales de despensa
•         Plan de telefonía móvil
•        Membresía que incluye (seguro de vida por muerte accidental, asistencias múltiples, descuentos en estudios médicos, ambulancia).",No especificado,Empleado de tiempo completo,Nivel Básico,Licenciatura,1 año,,,, Jalisco,2020-10-30
UI/UX Designer,Remoto - Solo México,Documentos Digitales,"Buscamos a un Product Designer (UI/UX Designer) para diseñar, proponer y ejecutar ideas dentro de productos principales de la empresa.

El candidato estará involucrado en la creación del Roadmap de producto y propondrá ideas creativas para mejorar y desarrollar nuevas funcionalidades, asegurando la correcta ejecución de las mismas.

Esta oportunidad te permitirá trabajar en nivel estratégico del negocio para la creacion / mejora de productos en industria saas/fintech.

Buscamos:

Mas de 2 años de experiencia en diseño grafico o de producto.
Experiencia con aplicaciones web. Indispensable.
Alguien que disfrute proponer y tenga ownership de proyectos.
Atención a detalle y excelencia.",No especificado,Empleado de tiempo completo,Nivel Básico,,2 años,Creatividad,,Remote,Remoto,2020-10-30
