Title,Location,Company,Description,Salary,Tipo_Puesto,English,Academy_grade,Years_Experience,SoftSkill,HardSkill,Remoto,Estado,Accessed_Date
Software Engineer II / SI (Store Integrator) Java Developer,"Zapopan, Jalisco",TOSHIBA,"The company
Toshiba is a provider of technology services for retail businesses to create high-quality digital platforms and products that accelerate time to market. Our diverse and adaptable teams provide the right mix of solutions and methodologies to deliver results as we collaborate with our clients' teams to foster innovation through continuous learning.
Our people
At Toshiba, all team members are empowered to take responsibility and develop innovative solutions to our customers' most challenging problems. To retain and develop top talent, we foster a work environment that celebrates creativity, encourages skill development, and enables multidisciplinary collaboration.
Come join our Toshiba Software Support team !!
We are responsible for resolving issues in our complex software stack for our global retail customers.  Whether it’s bug fixes or providing other creative solutions, we are essential in maintaining  world-wide revenue flow for top 25 retailers.
Every day, our team learns something new.  If you are passionate about learning daily, this is the team to join. We are continuously exploring and building new support methodologies and techniques; enhancing our support processes; creating debugging tools; interacting with customers; and improving our team's soft and hard skills.
Your creativity and drive for positive changes is required, not just to propose solutions but also to take ownership of implementation.  This could be in our internal Stack Overflow support instance, modifying or creating new Jenkins jobs, test automation, changing or adding new customer environments in our support infrastructure (virtualized or physical).  We have a lot to do and we are looking for great technical people like you to be part of a team that delivers outstanding support.
Our Support organization is currently involved with following technologies: Java, JavaScript, C++, Linux, cloud, docker, microservices, Ovirt, Jenkins, MongoDB, DB2, PostgreSQL, OpenAPI, and many other technologies and frameworks.
As a Specialist working for Toshiba Global Commerce Solutions, you will play a key role in the evolution of the shopping experiences retailers offer and help shape the future of retail. We provide services to retail clients worldwide by developing and delivering an array of custom software solutions such as POS, self-checkout, and mobility solutions. We seek proactive and skilled resources to work in a dynamic, collaborative, and ever-changing environment.
Today’s retailers are adding mobile, self-service, real-time inventory viewing, dynamic pricing, fuel, and many other store applications to stay competitive. The challenge is to create a seamless experience for customers, so that as they move from the point of sale (POS) to a kiosk, to a fuel pump, to the web; they see the same prices, receive the same discounts, and accrue the same loyalty points.
Job Responsibilities  include working in cross functional teams to define POS application requirements, analyzing/providing schedule inputs, write functional and design specifications, develop application software in an agile framework, support software test efforts and participate in support maintenance activities. The position involves participation and contribution in all phases of POS application software development phases, from design inception through coding, delivery, and maintenance. The candidate will need to communicate at different technical levels, from the application architects to the end user. Desire to work and support international customers and travel availability are also required.
Technical skills required:
• Bachelor's Degree in computer science/computer engineering or equivalent experience
• At least 4+ years’ experience in Software development
• JavaScript, HTML, CSS, JSON.
• Java Standard Edition 8 and higher (Java 6 and 8 is a must).
• Java Frameworks: SWT / AWT, Spring, Java Servlets / Filters, Java RMI.
• Extensible Markup Language (XML)
• Web Servers: Jetty, Apache, Apache Camel.
• Experience with Version Control Systems (Git, GitLab, …)
• Knowledge with Automated Testing practices (JUnit framework would be preferred)
• Problem determination and debugging knowledge
• Strong technical writing
• English: Fluent
Preferred Skills:
• Python
• Compilers: Maven, Dojo Framework
• Operating Systems: Windows, Linux
• Other Technologies: Active MQ, Velocity
• Hands on experience on any IDE (Eclipse would be preferred)
• Attention to detail, teamwork attitude, and excellent communication skills.
• The candidate needs strong programming and analytical skills.
Desired experience:
• Retail domain knowledge
• 4690OS and SurePOS ACE
• Service Oriented Architecture
• Knowledge about Agile Methodologies
  We offer:
Career plan and real growth opportunities
Constant training, tutoring, online corporate courses, eLearning and more
Pleasant work environment (game room, nap area, amenities and more).
Flexible work hours and dress code
Hired directly by Toshiba and 100% under payroll
Benefits of the law (IMSS, INFONAVIT, December day voucher, vacation voucher)
Major and Minor medical expenses insurance: Life, major medical expenses with dental and visual coverage. (For the employee and direct family members)
Savings fund for employees, capped at the limit of the law
Grocery coupons
12 days of vacation plus 6 floating days
Relocation bonus

We offer competitive compensation and benefits focused on employees, their economic development and well-being as well as their professional development, taking care of the balance between their personal and work life, join us! and be part of our Thosiber team.

EEO:
Toshiba Global Commerce Solutions is an equal employment employer and is committed to providing employment opportunities.",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,4+ years,"Analitical, Attention to details, Collaborate, Comunication skills, Continuously learn, Creativity, Innovation, Involved, Organization, Team Work, Working with cross functional teams","C/C++, Python, HTML, CSS, Java, JavaScript, MongoDB, PostgreSQL, Spring, Linux, Docker, Jenkins, Git, Microservices",, Jalisco,2021-11-04
Software Engineer II / Java Support,"Zapopan, Jalisco",TOSHIBA,"The company
Toshiba is a provider of technology services for retail businesses to create high-quality digital platforms and products that accelerate time to market. Our diverse and adaptable teams provide the right mix of solutions and methodologies to deliver results as we collaborate with our clients' teams to foster innovation through continuous learning.
Our people
At Toshiba, all team members are empowered to take responsibility and develop innovative solutions to our customers' most challenging problems. To retain and develop top talent, we foster a work environment that celebrates creativity, encourages skill development, and enables multidisciplinary collaboration
  Come join our Toshiba Software Support team !!!
We are responsible for resolving issues in our complex software stack for our global retail customers.  Whether it’s bug fixes or providing other creative solutions, we are essential in maintaining world-wide revenue flow for top 25 retailers.
Every day, our team learns something new.  If you are passionate about learning daily, this is the team to join. We are continuously exploring and building new support methodologies and techniques; enhancing our support processes; creating debugging tools; interacting with customers; and improving our team's soft and hard skills.
Your creativity and drive for positive changes is required, not just to propose solutions but also to take ownership of implementation.  This could be in our internal Stack Overflow support instance, modifying or creating new Jenkins jobs, test automation, changing or adding new customer environments in our support infrastructure (virtualized or physical).  We have a lot to do, and we are looking for great technical people like you to be part of a team that delivers outstanding support.
Our Support organization is currently involved with following technologies: Java, JavaScript, C++, Linux, cloud, docker, microservices, Ovirt, Jenkins, MongoDB, DB2, PostgreSQL, OpenAPI, and many other technologies and frameworks.""
Responsibilities L3 Software Support Engineer:
Respond to customer SW Support requests in a timely and accurate way, via our ticket system, phone, email.
Analyze traces/customer logs to identify product bugs and their solutions.
Define and implement SW bug fixes, perform unit testing.
Attempt the recreation of customer issues on his/her local environments (virtual or physical).
Update our internal/external databases with information about technical issues and useful discussions with customers.
Share feature requests and effective workarounds with customers and team members.
Keep customers informed about issues being worked/analyzed, providing frequent, and meaningful updates.
Drive Software improvements upstream to development and test groups to reduce defects getting to the field.
Engages with other functions and organizations to resolve issues (e.g., other products, services, HW/drivers, etc.).
Contributes to efforts to optimize current processes, often collaborating with other groups within Support to improve day-to-day activities.
In this position you will have the opportunity to diversify your technical skills across many technologies including Java, JavaScript, Linux, cloud, docker, microservices, Ovirt, Jenkins, MongoDB, DB2, PostgreSQL, OpenAPI, and many other technologies and frameworks.
Performs other related duties as assigned.
  Required Skills :
Bachelor’s degree in computer science/computer engineering or equivalent experience.
+5 years of experience working in software development/support (Java/JavaScript), with strong knowledge of software development life cycle process.
Solid ability to effectively prioritize work, juggling daily support responsibilities, responsiveness to customer.
Excellent interpersonal and communication skills.
Solid Problem Analysis and Solving Skills: solid ability to troubleshoot a complex issue down to potential contributing components, identify root case and solutions, ask for help as needed.
Solid ability to work with customers or customer representatives and Product Management to understand defects business impacts and translate them into efficient response to customers.
Fluent English.

Preferred Skills:
Experience with Supporting and maintaining Cloud applications (SaaS, IPaaS, PaaS) is a plus.
Agile Dev certification.
  We offer:
Career plan and real growth opportunities
Constant training, tutoring, online corporate courses, eLearning and more
Pleasant work environment (game room, nap area, amenities and more).
Flexible work hours and dress code
Hired directly by Toshiba and 100% under payroll
Benefits of the law (IMSS, INFONAVIT, December day voucher, vacation voucher)
Major and Minor medical expenses insurance: Life, major medical expenses with dental and visual coverage. (For the employee and direct family members)
Savings fund for employees, capped at the limit of the law
Grocery coupons
12 days of vacation plus 6 floating days
Relocation bonus
We offer competitive compensation and benefits focused on employees, their economic development and well-being as well as their professional development, taking care of the balance between their personal and work life, join us! and be part of our Thosiber team
  EEO:
Toshiba Global Commerce Solutions is an equal employment employer and is committed to providing employment opportunities to minorities, females, veterans, and disabled individuals.",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,+5 years,"Collaborate, Comunication skills, Continuously learn, Creativity, Innovation, Involved, Interpersonal, Organization","C/C++, Java, JavaScript, MongoDB, PostgreSQL, Linux, Docker, Jenkins, Microservices",, Jalisco,2021-11-04
Ing. Automatización,"Benito Juárez, Ciudad de México",FACTOR RH,"Objetivo General del Puesto:
Investigar, innovar y crear nuevas soluciones en infraestructura de redes, por medio de la virtualización de equipos de red y programación con el fin de reducir el error humano, tanto de los clientes internos como externos.
  Responsabilidades:
  ·       -    Encontrar potencial de automatización en procesos de software/hardware para brindar soluciones al cliente.
-   Realizar el levantamiento de requerimientos de necesidades con cliente, proponer solución y hacer las pruebas necesarias.
 - Realizar la propuesta técnica y presentar a cliente.   
 -  Apoyo en la gestión de los programas de certificación de las áreas de infraestructura.
 -    Realizar la programación de scripts para los clientes y como apoyo a los ingenieros de soporte.
 -    Desarrollar automatización de redes multimarca a mayor escala.
 -  Investigar, probar y desarrollar soluciones de los partners para la preventa.
-   Instalar bases de datos y/o aplicaciones clave para la automatización.
-  Dar capacitación a los clientes en el uso de las soluciones.
- Dar soporte a equipos  de Demo-Room en el site,  administrar IPs y configurar puntos de acceso.                                                                                                                                                                                                                                                                                                                                                                                                                        
Experiencia Requerida:
Conocimiento de redes: 1 – 2 años
Desarrollo de software: 1 – 2 años                                                                                                                                 
  Competencias Técnicas:
•              Desarrollo de Software –  Intermedio básico
•               Conocimiento de Redes –  Intermedio básico
•               Virtualización de datos -  Intermedio básico
•               Diseño y administración de base de datos –  Básico
•               Servicios de la nube –  Básico
•               Inglés técnico leído -  Intermedio avanzado

Otros requisitos:
·           Conocimiento en lenguajes de programación: Python, Java, C++, C
·           Conocimiento de base de datos: MySQL, SQL Server
·           Cualquier certificación de Redes o Desarrollo de Software –  deseable","$ 10,000 a 15,000",Empleado de tiempo completo,Nivel Básico,,"2 años, 2 años",,"C/C++, Python, Java, SQL, MySQL, SQL server",, Ciudad de México,2021-11-04
.Net Developer,Remoto,DXC Technology,"Applies specialized knowledge to conceptualize, design, develop, unit-test, configure, and implement portions of new or enhanced (upgrades or conversions) business and technical software solutions through application of appropriate standard software development life cycle methodologies and processes. Interacts with the Client and project roles (e.g., Project Manager, Business Analyst, Data Engineer) as required, to gain an understanding of the business environment, technical context, and organizational strategic direction. Defines scope, plans, and deliverables for assigned components. Understands and uses appropriate tools to analyze, identify, and resolve business and or technical problems. Applies metrics to monitor performance and measure key project parameters. Prepares system documentation. Conforms to security and quality standards. Stays current on emerging tools, techniques, and technologies.
Responsibilities:
Participates as a member of development team or teams; may lead a small development team.
Designs units for others. Completes development to implement complex components.
Contributes to design activities; may design solutions.
Develops independently; participates in code reviews and may lead code reviews. May lead and provide mentoring and guidance to less senior developers.
Designs, prepares and executes unit tests.
Applies in-depth or broad technical knowledge to maintain one or more technology areas (e.g. Web-site Development).
Applies company and 3rd party technologies to software solutions of moderate complexity.
Independently implements end-user or enterprise solutions complexity or services prepared by more senior technologists for more complex solutions.
Education and Experience Required:
Typically a technical Bachelor's degree or equivalent experience and a minimum of 6 years related experience or a Master's degree and a minimum of 4 years of experience.
Knowledge and Skills:
More than 6 years experience writing code using languages such as (and not limited to) COBOL, PL/1, Java, C, C++, C#, VB.Net.
Ability to work with Web- development tools for new applications.
Basic Understanding of RDBMS databases such SQL Server and Oracle. Basic understanding of modern software design and development methodologies.
Experience on one or more full release project life cycles.
Strong understanding of modern SCM (software configuration management).
Basic understanding of testing tools and unit and integration test scripting, and testing methodologies.
Experience using an Integrated Development Environment (e.g., Eclipse, Visual Studio).
Strong understanding basic Database Administration. Able to apply consistently quality and security standards.
Good verbal and written communication skills.
Developing general project management/team leader skills. Ability to work effectively in a team and with clients.
Technical Knowledge:
C#
NET Framework 4.0 or above
ASP.NET
AngularJS
MVC Framework 4
JavaScript
Bootstrap""
REST APIs (Creation, Sr) (Consumption Staff)
WCF (Creation, Sr) (Consumption Staff)
Definition of a Design Pattern, at least 3 should be named.
SQL Server 2008 and above
Agile or Waterfall
TFS or GIT / Branching
MoQ & Nunit",No especificado,Empleado de tiempo completo,Nivel Avanzado,"Bachelor, Master","6 years, 4 years, 6 years","Comunication skills, Organization, strategic, Written and oral communication","C/C++, Java, JavaScript, SQL, SQL server, Oracle, Angular, Git",Remote,Remoto,2021-11-04
"""Desarrollador base de datos""","Azcapotzalco, Ciudad de México",Brainup,"Soporte aplicaciones de base de datos
  Somos una Empresa Mexicana de consultoría en TI y nos dedicamos a la administración de proyectos en diferentes Estados de la República Mexicana con más de 20 años de experiencia. Únete a un excelente equipo de trabajo.
Requisitos:
·          Experiencia: 2 años en puestos similares
·          Edad: Indistinto
·          Licenciatura en Sistemas o carrera a fin (pasante o titulado)
·          Sexo: Indistinto
·          Inglés: técnico intermedio
Conocimientos:
Experiencia en soporte productivo de base de datos MS SQL SERVER, Mongo DB, SQL Server Integration Services:
·          Análisis y resolución de incidencias de Stored Procedures
·          Análisis y diseño de planes de ejecución para solución de incidencias
·          Optimización de consultas
·          Análisis y resolución de incidencias de modelos de datos, procesos de actualización de información ETL/Data mart.
·          Conocimiento intermedio en Power BI
·          Conocimiento intermedio en desarrollos backend: C#, Framework .net 2.0 en adelante.
·          Versionamiento de código (GIT)
·          Procesos ágiles de desarrollo (SCRUM)
·          Pruebas unitarias
·          Programación en algún lenguaje como (C#; .Net; PHP; MySQL; C++; Java ): Avanzado
·          Programación de ETLs en SQL Server Integration Services: Básico a intermedio
·          Bases de datos SQL (Ej.MS SQL, MySQL, Postgres) Avanzado
·          Base de datos No SQL (Ej: Mongo DB) Intermedio
Ofrecemos:
·          Prestaciones de ley
·          Sueldo: 30,000 libres
·          Excelente ambiente de trabajo
·          Horario de Lunes a viernes
·          Home Office
·          Proyecto temporal
·          Contratación inmediata
Comunícate con Lic. Elizabeth Fuentes para agendar entrevista 55 30 36 81 40, o envía tu Cv por WhatsApp","$ 25,000 a 30,000",Empleado de tiempo completo,Nivel Básico,Licenciatura,"20 años, 2 años",,"C/C++, Java, SQL, PHP, MongoDB, MySQL, PostgreSQL, SQL server, Office, Scrum, Git, Power BI",, Ciudad de México,2021-11-04
Arquitecto(a) de Software Senior,"Guadalajara, Jalisco",O'Reilly - MAYASA/ORMA Autopartes,"Funciones del puesto:
Trabajar con ingenieros de software, analistas de bases de datos y arquitectos de sistemas para diseñar y crear sistemas fiables, escalables y mantenibles. 
Desarrollar normas y documentación técnica para el diseño teórico de los sistemas de software existentes. 
Asumir el papel de líder en el diseño y la aprobación de diseños de nuevos programas informáticos o integraciones de programas informáticos con paquetes de terceros.
Comenzar a participar en el debate sobre la dirección técnica a largo plazo del departamento. 
Garantizar que los diseños se implementen correctamente y que los desarrolladores sigan las normas establecidas en la metodología de desarrollo de software.
Mantener al corriente de las técnicas y normas de codificación nuevas y emergentes, de los lenguajes de programación y de la tecnología en general en relación con las necesidades de la empresa. 
Es responsable (asume la propiedad) de múltiples aplicaciones de software.
Gestionar las tareas y los recursos utilizando los principios modernos de gestión de proyectos.
Realizar análisis de software y de datos para descubrir problemas y resolver problemas complicados que suelen abarcar varios sistemas. 
  Requisitos del puesto:
Licenciatura en sistemas de información o campo relacionado con la informática
Inglés avanzado
10+ años de experiencia en el área de IT, de los cuales:
5+ años de experiencia en el desarrollo de software.
2+ años de experiencia en arquitectura de software
Experiencia liderando y supervisando equipos de trabajo.
Comprende cómo establecer el valor y el coste de un proyecto de TI.
Conocimiento avanzado del ciclo de vida de desarrollo de proyectos (PDLC) y del ciclo de vida de desarrollo de software (SDLC).
Conocimiento experto en depuración y pruebas de software.
Conocimiento experto en programación: (REQUERIDO/MUST) JAVA, JavaScript, Angular. (DESEABLE/PLUS): C#, C++, .NET, PHP, COBOL, HTML5, CSS, .NODEJS, SPRING MVC.
Bases de datos: PostgreSQL, MySQL
Cloud: AWS o Google o Azure.
Microservicios: REST API.
OOP, Programación Funcional.
UML, Patrones de diseño.
Metodologías SCRUM/AGILE",No especificado,Empleado de tiempo completo,Nivel Avanzado,Licenciatura,"10+ años, 5+ años, 2+ años",,"C/C++, HTML, CSS, Java, JavaScript, PHP, MySQL, PostgreSQL, Angular, Spring, Scrum, AWS, Azure, REST API, UML",, Jalisco,2021-11-04
Directorio activo (OpenLDAP),Remoto - Solo México,DXC Technology,"Responsabilidades:

El puesto está dentro del equipo de DXC Delivery / ITO Directory Services
Responsable del soporte operativo y el trabajo del proyecto en el espacio de infraestructura OpenLDAP (eDir) para DXC IT interno y clientes externos
Diseñe e implemente nuevas funciones en la infraestructura de OpenLDAP como soluciones de recuperación ante desastres, creación de nuevas instancias de directorio, desarrollo de procesos / herramientas de alimentación de datos, etc.
La posición requiere a alguien que esté muy orientado a los detalles, ya que los errores en el entorno OpenLDAP tienen un efecto paralizante en un dominio de producción.
Responsable de los entregables que van desde hojas de ruta técnicas, gestión de cambios, resolución de problemas, análisis de la causa raíz, análisis de datos e informes.
Reunirse con los clientes, comprender sus necesidades y diseñar nuevas soluciones.
Solucionar problemas complejos relacionados con el trabajo con otros equipos, p. Ej. Recursos humanos, TI, adquisiciones, Microsoft Exchange, SAN, redes y otros equipos
Introducir nuevas tecnologías relacionadas con el entorno OPenLDAP
Trabajar con los proveedores de OpenLDAP en la corrección de parches y la resolución de problemas.
Mantener la infraestructura OpenLDAP, incluida la actividad regular de parches y actualizaciones, p. Ej. Parches / actualizaciones de RHEL, parches / actualizaciones del motor Symas OpenLDAP
Garantizar la estabilidad de la infraestructura OpenLDAP
Disposición a participar en la rotación de guardia, horas de trabajo no estándar según lo solicitado
Soporte de gestión de incidentes y escalada para la infraestructura OpenLDAP
Realiza análisis de requisitos funcionales y comerciales complejos.
Desarrolla soluciones innovadoras en equipo para problemas complejos.
Contribuye a la dirección estratégica de los equipos.
Integra la experiencia técnica y la comprensión empresarial para crear soluciones superiores para la empresa y los clientes.
Asesora y asesora a los miembros del equipo y otras organizaciones, clientes y proveedores sobre problemas complejos.



TECNOLOGÍAS:

Necesarias
Linux (RHEL, SLES), OPenLDAP, DNS, PKI / Gestión de certificados, secuencias de comandos (PERL, C ++, PowerShell, etc.)

Deseables
Microsoft Windows Server, Microsoft Active Directory, Microsoft Azure AD, Novell eDirectory, hardware Intel Server



HABILIDADES BLANDAS:

Trabaja bien en un entorno colaborativo con los clientes y es capaz de liderar a otros
Solucionador de problemas que puede trabajar de forma independiente y completar tareas sin supervisión constante
Habilidades básicas de gestión de proyectos
Sentido de urgencia y puede trabajar dentro de la línea de tiempo designada
Fuertes habilidades de comunicación en inglés, tanto escritas como verbales



EDUCACIÓN Y  EXPERIENCIA
Licenciatura en Ciencias de la Computación, Gestión de Sistemas de Información o campo relacionado.
  4 años en posiciones similares","$ 40,000 a 45,000",Empleado de tiempo completo,Nivel Avanzado,Licenciatura,4 años,"Resolucion de problemas, Trabaja de forma independiente","C/C++, Perl, Linux, Azure",Remote,Remoto,2021-11-04
AI Developer,Remoto,GTA Telecom de México,"IT leading company with more than 20 years of experience based in Texas is looking for experienced talent in the field of IT, we offer different positions to work with USA clients for remote work in Mexico and LATAM or on-site in the customers facilities for periods of 6-12 months.

We offer competitive salaries in US dollars, visa sponsoring, excellent work environment and professional growth.

Job Description
On thins job position you’ll design and implement automation platform features to enable continuous testing of Collaboration solutions like Microsoft Teams, Cisco WebEx, Zoom, RingCentral and Contact Center Solutions like Five9s and EvolveIP. The automation platform uses Collaboration Bots to emulate end user actions using Robotic Process Automation (RPA) to test network automatically anytime there is a network change. You will have the opportunity and responsibility to design and develop cutting edge automation on Microsoft Azure and AWS cloud frameworks for Collaboration networks.

Job Responsibilities
Design and implement industry leading AI/ML software solutions which will allow customers to deploy collaboration bots to test and support their end users.
Add features to build a no-code low-code solution to scale the automation platform for new vendor clients
Build cloud based scalable software distribution solutions to support Continuous Integration/Continuous Distribution.
Provide technical support to all internal and external teams.
Be ready to solve challenging technical problems to build next generation automation software
Be a team player by growing technically and professionally.

Required Skills and Experience
Six+ years of proven experience with AI/ML projects. (part of developing at least one AI platform in any industry)
Experience in algorithm development, prototype system development and prototype software implementation.
Experience web application development & systems integration experience e.g. REST/SOAP.
Exposure to cloud based AI/ML services, including AI/ML frameworks & cognitive services (ex: Azure Cognitive Services)
Experience with image analysis and speech recognition.
Programming languages: (Java two+ years), (Python two+ years). C++, C# is a plus.
Java frameworks: Spring, Hibernate.
Windows development experience. Linux development experience is a plus.
Experience with agile software development methodology.
AI/ML certification(s), a big plus.
Experience working with remote and global teams.
Effective listener with ability to quickly assess the situation and then convey thoughts and ideas in a clear and concise manner.
Excellent communication (written and oral) and interpersonal skills.
Strong work ethic and ability to multi-task and manage competing priorities under the pressure of time constraints; highly organized, diligent, and detailed.
Proven ability to work creatively and analytically in a problem-solving environment.
A Bachelor’s degree in either computer science or in a related field. Relevant formal education, including BSCS or MSCS in AI/ML.",No especificado,Empleado de tiempo completo,Nivel Avanzado,Bachelor,20 years,"Collaborate, Comunication skills, Interpersonal, Problem solving, Team Player, Written and oral communication","C/C++, Python, Java, Spring, Next.js, Linux, AWS, Azure, Cisco",Remote,Remoto,2021-11-04
Científico/a de datos (Data Scientist) - Remoto Latinoamérica,Remoto - Solo Chile,Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. En Listopro son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
Your primary focus will be to help the tech and product team in creating the framework to give our clients enhanced data and analytics, as well as internally applying data analytics to improve our business decisions (with marketing and sales departments); applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.

Responsibilities:
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Develop company A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.

Requirements:
We’re looking for someone with 5+ years of experience manipulating data sets and building statistical models, has a bachelor (masters degree preferred) in Statistics, Mathematics, Computer Science or another quantitative field, and is familiar with the following software/tools:
Coding knowledge and experience with several languages: C, C++, Java,
JavaScript, etc.
Knowledge and experience in statistical and data mining techniques:
GLM/Regression, Random Forest, Boosting, Trees, text mining, social network
analysis, etc.
Experience querying databases and using statistical computer languages: R,
Python, SLQ, etc.
Experience using web services: AWS, Redshift, S3, Spark.
Experience creating and using advanced machine learning algorithms and
statistics: regression, simulation, scenario analysis, modeling, clustering,
decision trees, neural networks, etc.
Experience analyzing data from 3rd party providers: Google Analytics, Site
Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive,
Spark, MySQL, etc.
Experience visualizing/presenting data for stakeholders using: Periscope,
Business Objects, D3, ggplot, etc.
4234","$ 90,000 a 100,000",Empleado de tiempo completo,Nivel Avanzado,"Bachelor, Master",5+ years,"Analitical, Continuously learn, Organization","C/C++, Python, Java, JavaScript, R, D3.js, MySQL, Spark, Hadoop, AWS, Redshift, S3, Google Analytics",Remote,Remoto,2021-11-04
Soporte técnico bilingue,"Miguel Hidalgo, Ciudad de México",Grupo Orsa,"Empresa dedicada a soluciones en la nube y ciberseguridad, esta en búsqueda de nuevo talento para el área de TI.
COORDINADOR TI.
CARRERA: ING en Tecnologías de la información.
EDAD: 20 en adelante.
EXPERIENCIA: 2 años en adelante.
Propósito y objetivos generales de la posición:
El Coordinador de TI es responsable de la resolución de problemas y el soporte diario relacionados con PC, LAN, WAN y teléfono así como el mantenimiento de los mismos.
El objetivo de esta posición es resolver los problemas de los usuarios lo más rápido posible, proveer capacitación cuando sea necesario y explorar nuevas tecnologías para ayudar a los usuarios a realizar mejor sus funciones. Los ITC mantienen un ritmo acelerado e intenso enfocado en el cliente para garantizar un rendimiento confiable de los equipos y un acceso continuo a los sistemas. En el soporte de primer nivel se recibe una amplia gama de solicitudes de soporte por parte de los usuarios, las personas que trabajan en esta función deben asignar tiempo y recursos para mantenerse al día con la tecnología.
Funciones esenciales:
Coordinar y delegar la resolución de problemas en la red y configuraciones con el soporte de IBM en Hamburgo.
Asegurar un desempeño satisfactorio y capacidad de respuesta a los usuarios.
Coordinar actualizaciones en las diferentes localidades incluyendo servidores, ruteadores y enlaces. Conocimiento en servidores.
Instalar y configurar computadoras portátiles y de escritorio; instalación de software.
Brindar soporte para laptops y desktops dentro del Área y sus diferentes oficinas.
Brindar capacitación sobre hardware y software según sea necesario.
Apoyar el desarrollo web de Intranet, servidor web y servidor proxy.
Conocimiento en telefonía.
Conocimiento en programación (Inglés)
Proporcionar soporte de software para computadoras de escritorio y portátiles.
Ingles conversacional
Conocimientos en lenguajes de programación
Conocimientos adicionales deseables:
MS-Office avanzado (incluyendo Access) 2016 en adelante.
Diseño, programación y administración de bases de datos.
Conocimiento avanzado en Windows Server 2003 en adelante.
Conocimiento intermedio/administración SQL Server 2008 en adelante.
Conocimiento intermedio en programación (.Net, Java, Python, C++, PHP, Windows script/Batch).
Conocimiento intermedio/administración Linux (Shell).","$ 20,000 a 25,000",Empleado de tiempo completo,Nivel Intermedio,,2 años,Resolucion de problemas,"C/C++, Python, Java, SQL, PHP, SQL server, Linux",, Ciudad de México,2021-11-04
